,file_name,ch,strain,time,treatment,total_vRNAs,cytosolic_RNAs,repSites,mol_per_repSite,,,,,,,,,,,
3530,CoV-FISH-10_Vero_6h_Vic_INF_R1_00017_ch3_results_cell_7.npz,3,Vic,6,INF,111,83,1,28,,,,,,,,,,,
3531,CoV-FISH-10_Vero_6h_Vic_INF_R1_00017_ch3_results_cell_8.npz,3,Vic,6,INF,105,45,2,30,,,,,,,,,,,
3532,CoV-FISH-10_Vero_6h_Vic_INF_R1_00017_ch3_results_cell_9.npz,3,Vic,6,INF,22,22,0,,,,,,,,,,,,
3533,CoV-FISH-10_Vero_6h_Vic_INF_R1_00017_ch4_results_cell_0.npz,4,Vic,6,INF,18,18,0,,,,,,,,,,,,
3534,CoV-FISH-10_Vero_6h_Vic_INF_R1_00017_ch4_results_cell_10.npz,4,Vic,6,INF,326,245,10,8.1,,,,,,,,,,,
3535,CoV-FISH-10_Vero_6h_Vic_INF_R1_00017_ch4_results_cell_1.npz,4,Vic,6,INF,29,17,1,12,,,,,,,,,,,
3536,CoV-FISH-10_Vero_6h_Vic_INF_R1_00017_ch4_results_cell_2.npz,4,Vic,6,INF,44,44,0,,,,,,,,,,,,
3537,CoV-FISH-10_Vero_6h_Vic_INF_R1_00017_ch4_results_cell_3.npz,4,Vic,6,INF,18,18,0,,,,,,,,,,,,
3538,CoV-FISH-10_Vero_6h_Vic_INF_R1_00017_ch4_results_cell_4.npz,4,Vic,6,INF,44,43,1,1,,,,,,,,,,,
3539,CoV-FISH-10_Vero_6h_Vic_INF_R1_00017_ch4_results_cell_5.npz,4,Vic,6,INF,24,24,0,,,,,,,,,,,,
3540,CoV-FISH-10_Vero_6h_Vic_INF_R1_00017_ch4_results_cell_6.npz,4,Vic,6,INF,22,22,0,,,,,,,,,,,,
3541,CoV-FISH-10_Vero_6h_Vic_INF_R1_00017_ch4_results_cell_7.npz,4,Vic,6,INF,28,28,0,,,,,,,,,,,,
3542,CoV-FISH-10_Vero_6h_Vic_INF_R1_00017_ch4_results_cell_8.npz,4,Vic,6,INF,19,19,0,,,,,,,,,,,,
3543,CoV-FISH-10_Vero_6h_Vic_INF_R1_00017_ch4_results_cell_9.npz,4,Vic,6,INF,10,10,0,,,,,,,,,,,,
3544,CoV-FISH-10_Vero_6h_Vic_INF_R1_00018_ch3_results_cell_0.npz,3,Vic,6,INF,17,17,0,,,,,,,,,,,,
3545,CoV-FISH-10_Vero_6h_Vic_INF_R1_00018_ch3_results_cell_1.npz,3,Vic,6,INF,105,51,2,27,,,,,,,,,,,
3546,CoV-FISH-10_Vero_6h_Vic_INF_R1_00018_ch3_results_cell_2.npz,3,Vic,6,INF,98,43,3,18.33333333,,,,,,,,,,,
3547,CoV-FISH-10_Vero_6h_Vic_INF_R1_00018_ch3_results_cell_3.npz,3,Vic,6,INF,13,13,0,,,,,,,,,,,,
3548,CoV-FISH-10_Vero_6h_Vic_INF_R1_00018_ch3_results_cell_4.npz,3,Vic,6,INF,79,31,1,48,,,,,,,,,,,
3549,CoV-FISH-10_Vero_6h_Vic_INF_R1_00018_ch3_results_cell_5.npz,3,Vic,6,INF,167,117,1,50,,,,,,,,,,,
3550,CoV-FISH-10_Vero_6h_Vic_INF_R1_00018_ch3_results_cell_6.npz,3,Vic,6,INF,29,29,0,,,,,,,,,,,,
3551,CoV-FISH-10_Vero_6h_Vic_INF_R1_00018_ch3_results_cell_7.npz,3,Vic,6,INF,229,120,3,36.33333333,,,,,,,,,,,
3552,CoV-FISH-10_Vero_6h_Vic_INF_R1_00018_ch3_results_cell_8.npz,3,Vic,6,INF,2180,1500,27,25.18518519,,,,,,,,,,,
3553,CoV-FISH-10_Vero_6h_Vic_INF_R1_00018_ch4_results_cell_0.npz,4,Vic,6,INF,9,9,0,,,,,,,,,,,,
3554,CoV-FISH-10_Vero_6h_Vic_INF_R1_00018_ch4_results_cell_1.npz,4,Vic,6,INF,51,48,1,3,,,,,,,,,,,
3555,CoV-FISH-10_Vero_6h_Vic_INF_R1_00018_ch4_results_cell_2.npz,4,Vic,6,INF,27,27,0,,,,,,,,,,,,
3556,CoV-FISH-10_Vero_6h_Vic_INF_R1_00018_ch4_results_cell_3.npz,4,Vic,6,INF,6,6,0,,,,,,,,,,,,
3557,CoV-FISH-10_Vero_6h_Vic_INF_R1_00018_ch4_results_cell_4.npz,4,Vic,6,INF,13,13,0,,,,,,,,,,,,
3558,CoV-FISH-10_Vero_6h_Vic_INF_R1_00018_ch4_results_cell_5.npz,4,Vic,6,INF,40,40,0,,,,,,,,,,,,
3559,CoV-FISH-10_Vero_6h_Vic_INF_R1_00018_ch4_results_cell_6.npz,4,Vic,6,INF,21,21,1,0,,,,,,,,,,,
3560,CoV-FISH-10_Vero_6h_Vic_INF_R1_00018_ch4_results_cell_7.npz,4,Vic,6,INF,62,57,1,5,,,,,,,,,,,
3561,CoV-FISH-10_Vero_6h_Vic_INF_R1_00018_ch4_results_cell_8.npz,4,Vic,6,INF,462,323,13,10.69230769,,,,,,,,,,,
3562,CoV-FISH-10_Vero_6h_Vic_INF_R1_00019_ch3_results_cell_0.npz,3,Vic,6,INF,98,33,1,65,,,,,,,,,,,
3563,CoV-FISH-10_Vero_6h_Vic_INF_R1_00019_ch3_results_cell_1.npz,3,Vic,6,INF,1824,963,18,47.83333333,,,,,,,,,,,
3564,CoV-FISH-10_Vero_6h_Vic_INF_R1_00019_ch3_results_cell_2.npz,3,Vic,6,INF,301,189,8,14,,,,,,,,,,,
3565,CoV-FISH-10_Vero_6h_Vic_INF_R1_00019_ch3_results_cell_3.npz,3,Vic,6,INF,86,34,1,52,,,,,,,,,,,
3566,CoV-FISH-10_Vero_6h_Vic_INF_R1_00019_ch3_results_cell_4.npz,3,Vic,6,INF,32,32,0,,,,,,,,,,,,
3567,CoV-FISH-10_Vero_6h_Vic_INF_R1_00019_ch4_results_cell_0.npz,4,Vic,6,INF,12,12,0,,,,,,,,,,,,
3568,CoV-FISH-10_Vero_6h_Vic_INF_R1_00019_ch4_results_cell_1.npz,4,Vic,6,INF,232,185,3,15.66666667,,,,,,,,,,,
3569,CoV-FISH-10_Vero_6h_Vic_INF_R1_00019_ch4_results_cell_2.npz,4,Vic,6,INF,150,131,2,9.5,,,,,,,,,,,
3570,CoV-FISH-10_Vero_6h_Vic_INF_R1_00019_ch4_results_cell_3.npz,4,Vic,6,INF,36,18,1,18,,,,,,,,,,,
3571,CoV-FISH-10_Vero_6h_Vic_INF_R1_00019_ch4_results_cell_4.npz,4,Vic,6,INF,16,16,0,,,,,,,,,,,,
3572,CoV-FISH-10_Vero_6h_Vic_INF_R1_00020_ch3_results_cell_0.npz,3,Vic,6,INF,545,155,4,97.5,,,,,,,,,,,
3573,CoV-FISH-10_Vero_6h_Vic_INF_R1_00020_ch3_results_cell_1.npz,3,Vic,6,INF,320,69,2,125.5,,,,,,,,,,,
3574,CoV-FISH-10_Vero_6h_Vic_INF_R1_00020_ch3_results_cell_2.npz,3,Vic,6,INF,12126,4709,104,71.31730769,,,,,,,,,,,
3575,CoV-FISH-10_Vero_6h_Vic_INF_R1_00020_ch3_results_cell_3.npz,3,Vic,6,INF,1024,209,9,90.55555556,,,,,,,,,,,
3576,CoV-FISH-10_Vero_6h_Vic_INF_R1_00020_ch3_results_cell_4.npz,3,Vic,6,INF,1597,943,8,81.75,,,,,,,,,,,
3577,CoV-FISH-10_Vero_6h_Vic_INF_R1_00020_ch4_results_cell_0.npz,4,Vic,6,INF,65,65,0,,,,,,,,,,,,
3578,CoV-FISH-10_Vero_6h_Vic_INF_R1_00020_ch4_results_cell_1.npz,4,Vic,6,INF,32,32,0,,,,,,,,,,,,
3579,CoV-FISH-10_Vero_6h_Vic_INF_R1_00020_ch4_results_cell_2.npz,4,Vic,6,INF,1021,567,26,17.46153846,,,,,,,,,,,
3580,CoV-FISH-10_Vero_6h_Vic_INF_R1_00020_ch4_results_cell_3.npz,4,Vic,6,INF,128,89,1,39,,,,,,,,,,,
3581,CoV-FISH-10_Vero_6h_Vic_INF_R1_00020_ch4_results_cell_4.npz,4,Vic,6,INF,184,141,2,21.5,,,,,,,,,,,
3582,CoV-FISH-10_Vero_6h_Vic_INF_R1_00021_ch3_results_cell_0.npz,3,Vic,6,INF,488,368,3,40,,,,,,,,,,,
3583,CoV-FISH-10_Vero_6h_Vic_INF_R1_00021_ch3_results_cell_1.npz,3,Vic,6,INF,1535,1173,14,25.85714286,,,,,,,,,,,
3584,CoV-FISH-10_Vero_6h_Vic_INF_R1_00021_ch3_results_cell_2.npz,3,Vic,6,INF,3983,2749,34,36.29411765,,,,,,,,,,,
3585,CoV-FISH-10_Vero_6h_Vic_INF_R1_00021_ch3_results_cell_3.npz,3,Vic,6,INF,28,28,0,,,,,,,,,,,,
3586,CoV-FISH-10_Vero_6h_Vic_INF_R1_00021_ch4_results_cell_0.npz,4,Vic,6,INF,135,76,3,19.66666667,,,,,,,,,,,
3587,CoV-FISH-10_Vero_6h_Vic_INF_R1_00021_ch4_results_cell_1.npz,4,Vic,6,INF,407,287,9,13.33333333,,,,,,,,,,,
3588,CoV-FISH-10_Vero_6h_Vic_INF_R1_00021_ch4_results_cell_2.npz,4,Vic,6,INF,825,485,19,17.89473684,,,,,,,,,,,
3589,CoV-FISH-10_Vero_6h_Vic_INF_R1_00021_ch4_results_cell_3.npz,4,Vic,6,INF,4,4,0,,,,,,,,,,,,
3590,CoV-FISH-10_Vero_6h_Vic_INF_R1_00022_ch3_results_cell_0.npz,3,Vic,6,INF,109,87,1,22,,,,,,,,,,,
3591,CoV-FISH-10_Vero_6h_Vic_INF_R1_00022_ch3_results_cell_1.npz,3,Vic,6,INF,306,149,6,26.16666667,,,,,,,,,,,
3592,CoV-FISH-10_Vero_6h_Vic_INF_R1_00022_ch3_results_cell_2.npz,3,Vic,6,INF,468,222,8,30.75,,,,,,,,,,,
3593,CoV-FISH-10_Vero_6h_Vic_INF_R1_00022_ch3_results_cell_3.npz,3,Vic,6,INF,94,53,1,41,,,,,,,,,,,
3594,CoV-FISH-10_Vero_6h_Vic_INF_R1_00022_ch3_results_cell_4.npz,3,Vic,6,INF,1174,880,17,17.29411765,,,,,,,,,,,
3595,CoV-FISH-10_Vero_6h_Vic_INF_R1_00022_ch4_results_cell_0.npz,4,Vic,6,INF,19,19,0,,,,,,,,,,,,
3596,CoV-FISH-10_Vero_6h_Vic_INF_R1_00022_ch4_results_cell_1.npz,4,Vic,6,INF,61,57,1,4,,,,,,,,,,,
3597,CoV-FISH-10_Vero_6h_Vic_INF_R1_00022_ch4_results_cell_2.npz,4,Vic,6,INF,154,120,4,8.5,,,,,,,,,,,
3598,CoV-FISH-10_Vero_6h_Vic_INF_R1_00022_ch4_results_cell_3.npz,4,Vic,6,INF,37,28,1,9,,,,,,,,,,,
3599,CoV-FISH-10_Vero_6h_Vic_INF_R1_00022_ch4_results_cell_4.npz,4,Vic,6,INF,228,181,7,6.714285714,,,,,,,,,,,
3600,CoV-FISH-10_Vero_6h_Vic_INF_R1_00023_ch3_results_cell_0.npz,3,Vic,6,INF,192,98,4,23.5,,,,,,,,,,,
3601,CoV-FISH-10_Vero_6h_Vic_INF_R1_00023_ch3_results_cell_1.npz,3,Vic,6,INF,372,189,7,26.14285714,,,,,,,,,,,
3602,CoV-FISH-10_Vero_6h_Vic_INF_R1_00023_ch3_results_cell_2.npz,3,Vic,6,INF,92,65,2,13.5,,,,,,,,,,,
3603,CoV-FISH-10_Vero_6h_Vic_INF_R1_00023_ch3_results_cell_3.npz,3,Vic,6,INF,0,0,0,,,,,,,,,,,,
3604,CoV-FISH-10_Vero_6h_Vic_INF_R1_00023_ch3_results_cell_4.npz,3,Vic,6,INF,496,403,4,23.25,,,,,,,,,,,
3605,CoV-FISH-10_Vero_6h_Vic_INF_R1_00023_ch3_results_cell_5.npz,3,Vic,6,INF,1092,885,9,23,,,,,,,,,,,
3606,CoV-FISH-10_Vero_6h_Vic_INF_R1_00023_ch3_results_cell_6.npz,3,Vic,6,INF,36,36,0,,,,,,,,,,,,
3607,CoV-FISH-10_Vero_6h_Vic_INF_R1_00023_ch4_results_cell_0.npz,4,Vic,6,INF,96,68,3,9.333333333,,,,,,,,,,,
3608,CoV-FISH-10_Vero_6h_Vic_INF_R1_00023_ch4_results_cell_1.npz,4,Vic,6,INF,159,146,1,13,,,,,,,,,,,
3609,CoV-FISH-10_Vero_6h_Vic_INF_R1_00023_ch4_results_cell_2.npz,4,Vic,6,INF,43,39,1,4,,,,,,,,,,,
3610,CoV-FISH-10_Vero_6h_Vic_INF_R1_00023_ch4_results_cell_3.npz,4,Vic,6,INF,0,0,0,,,,,,,,,,,,
3611,CoV-FISH-10_Vero_6h_Vic_INF_R1_00023_ch4_results_cell_4.npz,4,Vic,6,INF,99,68,3,10.33333333,,,,,,,,,,,
3612,CoV-FISH-10_Vero_6h_Vic_INF_R1_00023_ch4_results_cell_5.npz,4,Vic,6,INF,209,175,6,5.666666667,,,,,,,,,,,
3613,CoV-FISH-10_Vero_6h_Vic_INF_R1_00023_ch4_results_cell_6.npz,4,Vic,6,INF,19,19,0,,,,,,,,,,,,
3614,CoV-FISH-10_Vero_6h_Vic_INF_R1_00024_ch3_results_cell_0.npz,3,Vic,6,INF,11,11,0,,,,,,,,,,,,
3615,CoV-FISH-10_Vero_6h_Vic_INF_R1_00024_ch3_results_cell_10.npz,3,Vic,6,INF,17,17,0,,,,,,,,,,,,
3616,CoV-FISH-10_Vero_6h_Vic_INF_R1_00024_ch3_results_cell_1.npz,3,Vic,6,INF,3,3,0,,,,,,,,,,,,
3617,CoV-FISH-10_Vero_6h_Vic_INF_R1_00024_ch3_results_cell_2.npz,3,Vic,6,INF,27,11,1,16,,,,,,,,,,,
3618,CoV-FISH-10_Vero_6h_Vic_INF_R1_00024_ch3_results_cell_3.npz,3,Vic,6,INF,3,3,0,,,,,,,,,,,,
3619,CoV-FISH-10_Vero_6h_Vic_INF_R1_00024_ch3_results_cell_4.npz,3,Vic,6,INF,94,50,2,22,,,,,,,,,,,
3620,CoV-FISH-10_Vero_6h_Vic_INF_R1_00024_ch3_results_cell_5.npz,3,Vic,6,INF,20,20,0,,,,,,,,,,,,
3621,CoV-FISH-10_Vero_6h_Vic_INF_R1_00024_ch3_results_cell_6.npz,3,Vic,6,INF,29,29,0,,,,,,,,,,,,
3622,CoV-FISH-10_Vero_6h_Vic_INF_R1_00024_ch3_results_cell_7.npz,3,Vic,6,INF,206,97,6,18.16666667,,,,,,,,,,,
3623,CoV-FISH-10_Vero_6h_Vic_INF_R1_00024_ch3_results_cell_8.npz,3,Vic,6,INF,309,106,9,22.55555556,,,,,,,,,,,
3624,CoV-FISH-10_Vero_6h_Vic_INF_R1_00024_ch3_results_cell_9.npz,3,Vic,6,INF,66,66,0,,,,,,,,,,,,
3625,CoV-FISH-10_Vero_6h_Vic_INF_R1_00024_ch4_results_cell_0.npz,4,Vic,6,INF,7,7,0,,,,,,,,,,,,
3626,CoV-FISH-10_Vero_6h_Vic_INF_R1_00024_ch4_results_cell_10.npz,4,Vic,6,INF,0,0,0,,,,,,,,,,,,
3627,CoV-FISH-10_Vero_6h_Vic_INF_R1_00024_ch4_results_cell_1.npz,4,Vic,6,INF,4,4,0,,,,,,,,,,,,
3628,CoV-FISH-10_Vero_6h_Vic_INF_R1_00024_ch4_results_cell_2.npz,4,Vic,6,INF,20,13,1,7,,,,,,,,,,,
3629,CoV-FISH-10_Vero_6h_Vic_INF_R1_00024_ch4_results_cell_3.npz,4,Vic,6,INF,1,1,0,,,,,,,,,,,,
3630,CoV-FISH-10_Vero_6h_Vic_INF_R1_00024_ch4_results_cell_4.npz,4,Vic,6,INF,25,25,0,,,,,,,,,,,,
3631,CoV-FISH-10_Vero_6h_Vic_INF_R1_00024_ch4_results_cell_5.npz,4,Vic,6,INF,13,13,0,,,,,,,,,,,,
3632,CoV-FISH-10_Vero_6h_Vic_INF_R1_00024_ch4_results_cell_6.npz,4,Vic,6,INF,18,18,0,,,,,,,,,,,,
3633,CoV-FISH-10_Vero_6h_Vic_INF_R1_00024_ch4_results_cell_7.npz,4,Vic,6,INF,68,67,1,1,,,,,,,,,,,
3634,CoV-FISH-10_Vero_6h_Vic_INF_R1_00024_ch4_results_cell_8.npz,4,Vic,6,INF,43,39,1,4,,,,,,,,,,,
3635,CoV-FISH-10_Vero_6h_Vic_INF_R1_00024_ch4_results_cell_9.npz,4,Vic,6,INF,31,31,0,,,,,,,,,,,,
3636,CoV-FISH-10_Vero_6h_Vic_INF_R1_00025_ch3_results_cell_0.npz,3,Vic,6,INF,1604,943,11,60.09090909,,,,,,,,,,,
3637,CoV-FISH-10_Vero_6h_Vic_INF_R1_00025_ch3_results_cell_10.npz,3,Vic,6,INF,799,122,8,84.625,,,,,,,,,,,
3638,CoV-FISH-10_Vero_6h_Vic_INF_R1_00025_ch3_results_cell_1.npz,3,Vic,6,INF,605,245,5,72,,,,,,,,,,,
3639,CoV-FISH-10_Vero_6h_Vic_INF_R1_00025_ch3_results_cell_2.npz,3,Vic,6,INF,23,23,0,,,,,,,,,,,,
3640,CoV-FISH-10_Vero_6h_Vic_INF_R1_00025_ch3_results_cell_3.npz,3,Vic,6,INF,763,225,10,53.8,,,,,,,,,,,
3641,CoV-FISH-10_Vero_6h_Vic_INF_R1_00025_ch3_results_cell_4.npz,3,Vic,6,INF,223,45,2,89,,,,,,,,,,,
3642,CoV-FISH-10_Vero_6h_Vic_INF_R1_00025_ch3_results_cell_5.npz,3,Vic,6,INF,29,29,0,,,,,,,,,,,,
3643,CoV-FISH-10_Vero_6h_Vic_INF_R1_00025_ch3_results_cell_6.npz,3,Vic,6,INF,3050,2050,32,31.25,,,,,,,,,,,
3644,CoV-FISH-10_Vero_6h_Vic_INF_R1_00025_ch3_results_cell_7.npz,3,Vic,6,INF,232,66,2,83,,,,,,,,,,,
3645,CoV-FISH-10_Vero_6h_Vic_INF_R1_00025_ch3_results_cell_8.npz,3,Vic,6,INF,342,101,6,40.16666667,,,,,,,,,,,
3646,CoV-FISH-10_Vero_6h_Vic_INF_R1_00025_ch3_results_cell_9.npz,3,Vic,6,INF,846,524,6,53.66666667,,,,,,,,,,,
3647,CoV-FISH-10_Vero_6h_Vic_INF_R1_00025_ch4_results_cell_0.npz,4,Vic,6,INF,269,201,4,17,,,,,,,,,,,
3648,CoV-FISH-10_Vero_6h_Vic_INF_R1_00025_ch4_results_cell_10.npz,4,Vic,6,INF,98,71,1,27,,,,,,,,,,,
3649,CoV-FISH-10_Vero_6h_Vic_INF_R1_00025_ch4_results_cell_1.npz,4,Vic,6,INF,221,138,4,20.75,,,,,,,,,,,
3650,CoV-FISH-10_Vero_6h_Vic_INF_R1_00025_ch4_results_cell_2.npz,4,Vic,6,INF,11,11,0,,,,,,,,,,,,
3651,CoV-FISH-10_Vero_6h_Vic_INF_R1_00025_ch4_results_cell_3.npz,4,Vic,6,INF,114,114,0,,,,,,,,,,,,
3652,CoV-FISH-10_Vero_6h_Vic_INF_R1_00025_ch4_results_cell_4.npz,4,Vic,6,INF,53,29,1,24,,,,,,,,,,,
3653,CoV-FISH-10_Vero_6h_Vic_INF_R1_00025_ch4_results_cell_5.npz,4,Vic,6,INF,12,12,0,,,,,,,,,,,,
3654,CoV-FISH-10_Vero_6h_Vic_INF_R1_00025_ch4_results_cell_6.npz,4,Vic,6,INF,288,213,8,9.375,,,,,,,,,,,
3655,CoV-FISH-10_Vero_6h_Vic_INF_R1_00025_ch4_results_cell_7.npz,4,Vic,6,INF,62,36,1,26,,,,,,,,,,,
3656,CoV-FISH-10_Vero_6h_Vic_INF_R1_00025_ch4_results_cell_8.npz,4,Vic,6,INF,75,69,2,3,,,,,,,,,,,
3657,CoV-FISH-10_Vero_6h_Vic_INF_R1_00025_ch4_results_cell_9.npz,4,Vic,6,INF,104,84,1,20,,,,,,,,,,,
3658,CoV-FISH-10_Vero_6h_Vic_INF_R1_00026_ch3_results_cell_0.npz,3,Vic,6,INF,26412,2993,100,234.19,,,,,,,,,,,
3659,CoV-FISH-10_Vero_6h_Vic_INF_R1_00026_ch3_results_cell_1.npz,3,Vic,6,INF,18,18,0,,,,,,,,,,,,
3660,CoV-FISH-10_Vero_6h_Vic_INF_R1_00026_ch3_results_cell_2.npz,3,Vic,6,INF,19479,2407,75,227.6266667,,,,,,,,,,,
3661,CoV-FISH-10_Vero_6h_Vic_INF_R1_00026_ch3_results_cell_3.npz,3,Vic,6,INF,34693,4282,162,187.7222222,,,,,,,,,,,
3662,CoV-FISH-10_Vero_6h_Vic_INF_R1_00026_ch3_results_cell_4.npz,3,Vic,6,INF,606,61,2,272.5,,,,,,,,,,,
3663,CoV-FISH-10_Vero_6h_Vic_INF_R1_00026_ch4_results_cell_0.npz,4,Vic,6,INF,847,327,11,47.27272727,,,,,,,,,,,
3664,CoV-FISH-10_Vero_6h_Vic_INF_R1_00026_ch4_results_cell_1.npz,4,Vic,6,INF,5,5,0,,,,,,,,,,,,
3665,CoV-FISH-10_Vero_6h_Vic_INF_R1_00026_ch4_results_cell_2.npz,4,Vic,6,INF,936,336,9,66.66666667,,,,,,,,,,,
3666,CoV-FISH-10_Vero_6h_Vic_INF_R1_00026_ch4_results_cell_3.npz,4,Vic,6,INF,1161,432,13,56.07692308,,,,,,,,,,,
3667,CoV-FISH-10_Vero_6h_Vic_INF_R1_00026_ch4_results_cell_4.npz,4,Vic,6,INF,116,29,1,87,,,,,,,,,,,
3668,CoV-FISH-10_Vero_6h_Vic_INF_R1_00027_ch3_results_cell_0.npz,3,Vic,6,INF,608,264,10,34.4,,,,,,,,,,,
3669,CoV-FISH-10_Vero_6h_Vic_INF_R1_00027_ch3_results_cell_1.npz,3,Vic,6,INF,1653,1036,15,41.13333333,,,,,,,,,,,
3670,CoV-FISH-10_Vero_6h_Vic_INF_R1_00027_ch3_results_cell_2.npz,3,Vic,6,INF,585,258,13,25.15384615,,,,,,,,,,,
3671,CoV-FISH-10_Vero_6h_Vic_INF_R1_00027_ch3_results_cell_3.npz,3,Vic,6,INF,149,72,3,25.66666667,,,,,,,,,,,
3672,CoV-FISH-10_Vero_6h_Vic_INF_R1_00027_ch4_results_cell_0.npz,4,Vic,6,INF,197,188,1,9,,,,,,,,,,,
3673,CoV-FISH-10_Vero_6h_Vic_INF_R1_00027_ch4_results_cell_1.npz,4,Vic,6,INF,332,251,6,13.5,,,,,,,,,,,
3674,CoV-FISH-10_Vero_6h_Vic_INF_R1_00027_ch4_results_cell_2.npz,4,Vic,6,INF,149,135,3,4.666666667,,,,,,,,,,,
3675,CoV-FISH-10_Vero_6h_Vic_INF_R1_00027_ch4_results_cell_3.npz,4,Vic,6,INF,37,37,0,,,,,,,,,,,,
3676,CoV-FISH-10_Vero_6h_Vic_INF_R1_00028_ch3_results_cell_0.npz,3,Vic,6,INF,162,130,2,16,,,,,,,,,,,
3677,CoV-FISH-10_Vero_6h_Vic_INF_R1_00028_ch3_results_cell_1.npz,3,Vic,6,INF,168,56,3,37.33333333,,,,,,,,,,,
3678,CoV-FISH-10_Vero_6h_Vic_INF_R1_00028_ch3_results_cell_2.npz,3,Vic,6,INF,53,53,0,,,,,,,,,,,,
3679,CoV-FISH-10_Vero_6h_Vic_INF_R1_00028_ch3_results_cell_3.npz,3,Vic,6,INF,39,39,1,0,,,,,,,,,,,
3680,CoV-FISH-10_Vero_6h_Vic_INF_R1_00028_ch3_results_cell_4.npz,3,Vic,6,INF,115,70,2,22.5,,,,,,,,,,,
3681,CoV-FISH-10_Vero_6h_Vic_INF_R1_00028_ch3_results_cell_5.npz,3,Vic,6,INF,556,222,10,33.4,,,,,,,,,,,
3682,CoV-FISH-10_Vero_6h_Vic_INF_R1_00028_ch3_results_cell_6.npz,3,Vic,6,INF,106,83,1,23,,,,,,,,,,,
3683,CoV-FISH-10_Vero_6h_Vic_INF_R1_00028_ch4_results_cell_0.npz,4,Vic,6,INF,109,109,0,,,,,,,,,,,,
3684,CoV-FISH-10_Vero_6h_Vic_INF_R1_00028_ch4_results_cell_1.npz,4,Vic,6,INF,60,51,1,9,,,,,,,,,,,
3685,CoV-FISH-10_Vero_6h_Vic_INF_R1_00028_ch4_results_cell_2.npz,4,Vic,6,INF,41,41,0,,,,,,,,,,,,
3686,CoV-FISH-10_Vero_6h_Vic_INF_R1_00028_ch4_results_cell_3.npz,4,Vic,6,INF,26,26,0,,,,,,,,,,,,
3687,CoV-FISH-10_Vero_6h_Vic_INF_R1_00028_ch4_results_cell_4.npz,4,Vic,6,INF,97,72,2,12.5,,,,,,,,,,,
3688,CoV-FISH-10_Vero_6h_Vic_INF_R1_00028_ch4_results_cell_5.npz,4,Vic,6,INF,243,177,5,13.2,,,,,,,,,,,
3689,CoV-FISH-10_Vero_6h_Vic_INF_R1_00028_ch4_results_cell_6.npz,4,Vic,6,INF,73,72,1,1,,,,,,,,,,,
3690,CoV-FISH-10_Vero_6h_Vic_INF_R1_00029_ch3_results_cell_0.npz,3,Vic,6,INF,96,39,1,57,,,,,,,,,,,
3691,CoV-FISH-10_Vero_6h_Vic_INF_R1_00029_ch3_results_cell_1.npz,3,Vic,6,INF,77,16,1,61,,,,,,,,,,,
3692,CoV-FISH-10_Vero_6h_Vic_INF_R1_00029_ch3_results_cell_2.npz,3,Vic,6,INF,21,21,0,,,,,,,,,,,,
3693,CoV-FISH-10_Vero_6h_Vic_INF_R1_00029_ch3_results_cell_3.npz,3,Vic,6,INF,29,29,1,0,,,,,,,,,,,
3694,CoV-FISH-10_Vero_6h_Vic_INF_R1_00029_ch3_results_cell_4.npz,3,Vic,6,INF,364,141,7,31.85714286,,,,,,,,,,,
3695,CoV-FISH-10_Vero_6h_Vic_INF_R1_00029_ch3_results_cell_5.npz,3,Vic,6,INF,375,138,8,29.625,,,,,,,,,,,
3696,CoV-FISH-10_Vero_6h_Vic_INF_R1_00029_ch3_results_cell_6.npz,3,Vic,6,INF,1079,410,20,33.45,,,,,,,,,,,
3697,CoV-FISH-10_Vero_6h_Vic_INF_R1_00029_ch3_results_cell_7.npz,3,Vic,6,INF,39,26,1,13,,,,,,,,,,,
3698,CoV-FISH-10_Vero_6h_Vic_INF_R1_00029_ch3_results_cell_8.npz,3,Vic,6,INF,576,174,11,36.54545455,,,,,,,,,,,
3699,CoV-FISH-10_Vero_6h_Vic_INF_R1_00029_ch4_results_cell_0.npz,4,Vic,6,INF,62,49,1,13,,,,,,,,,,,
3700,CoV-FISH-10_Vero_6h_Vic_INF_R1_00029_ch4_results_cell_1.npz,4,Vic,6,INF,10,10,0,,,,,,,,,,,,
3701,CoV-FISH-10_Vero_6h_Vic_INF_R1_00029_ch4_results_cell_2.npz,4,Vic,6,INF,15,15,0,,,,,,,,,,,,
3702,CoV-FISH-10_Vero_6h_Vic_INF_R1_00029_ch4_results_cell_3.npz,4,Vic,6,INF,19,19,0,,,,,,,,,,,,
3703,CoV-FISH-10_Vero_6h_Vic_INF_R1_00029_ch4_results_cell_4.npz,4,Vic,6,INF,96,96,0,,,,,,,,,,,,
3704,CoV-FISH-10_Vero_6h_Vic_INF_R1_00029_ch4_results_cell_5.npz,4,Vic,6,INF,106,106,0,,,,,,,,,,,,
3705,CoV-FISH-10_Vero_6h_Vic_INF_R1_00029_ch4_results_cell_6.npz,4,Vic,6,INF,376,327,6,8.166666667,,,,,,,,,,,
3706,CoV-FISH-10_Vero_6h_Vic_INF_R1_00029_ch4_results_cell_7.npz,4,Vic,6,INF,16,16,0,,,,,,,,,,,,
3707,CoV-FISH-10_Vero_6h_Vic_INF_R1_00029_ch4_results_cell_8.npz,4,Vic,6,INF,160,149,3,3.666666667,,,,,,,,,,,
